Complaint Year Number;Month Number;Record Create Date;Complaint Precinct Code;County;Law Code Category Description;Offense Description;Bias Motive Description;Offense Category;Arrest Date
2021;7;07.11.2021;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12.06.2021
2021;12;12/14/2021;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;12/16/2021
2022;2;02.07.2022;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;02.07.2022
2022;2;02/28/2022;9;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-ASIAN;Race/Color;03.02.2022
2022;2;02/27/2022;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03.02.2022
2021;7;07/27/2021;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;03/16/2022
2022;5;05.09.2022;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;05/27/2022
2022;7;07/20/2022;23;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;07/20/2022
2022;7;07/28/2022;14;NEW YORK;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;07/28/2022
2022;7;07/29/2022;10;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07/28/2022
2022;11;11/23/2022;33;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-BLACK;Race/Color;12.04.2022
2019;5;05/14/2019;103;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;05/14/2019
2022;5;05.06.2022;18;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;05/13/2022
2022;7;07/31/2022;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;08.02.2022
2022;5;05.05.2022;70;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;08.07.2022
2019;2;02/22/2019;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;02/27/2019
2019;2;02/22/2019;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;03.01.2019
2019;4;04/26/2019;113;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-BLACK;Race/Color;04/25/2019
2020;8;08.12.2020;100;QUEENS;VIOLATION;HARRASSMENT 2;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10/14/2020
2021;3;10/26/2021;113;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-WHITE;Race/Color;03.02.2021
2021;4;04/19/2021;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;04/19/2021
2021;5;05/22/2021;102;QUEENS;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;07.01.2021
2021;7;07/21/2021;107;QUEENS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;07/22/2021
2021;9;09/14/2021;113;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;09/14/2021
2021;9;09.12.2021;114;QUEENS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12.07.2021
2022;1;01.02.2022;110;QUEENS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;02.08.2022
2022;3;03.09.2022;103;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;03/27/2022
2020;2;02.05.2020;23;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;02/14/2020
2020;2;02/24/2020;1;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-WHITE;Race/Color;03.10.2020
2020;12;12/26/2020;9;NEW YORK;FELONY;FELONY ASSAULT;ANTI-BLACK;Race/Color;12/26/2020
2021;2;02/25/2021;5;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;02/25/2021
2021;6;06.04.2021;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-GENDER NON-CONFORMING;Gender;06.04.2021
2021;12;12/14/2021;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;12/16/2021
2021;12;12/26/2021;10;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12/26/2021
2022;3;03/17/2022;9;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;03/17/2022
2022;3;03/31/2022;30;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/31/2022
2022;4;04.04.2022;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;04.05.2022
2022;1;01.01.2022;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;04/18/2022
2022;6;06.03.2022;23;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;06.03.2022
2022;6;06/30/2022;5;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;06/29/2022
2022;6;06.09.2022;7;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;07/20/2022
2021;11;12/21/2021;14;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;09/27/2022
2022;12;12.08.2022;13;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12.08.2022
2022;7;07/28/2022;17;NEW YORK;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;07/28/2022
2022;7;07/28/2022;17;NEW YORK;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;07/28/2022
2022;12;12.10.2022;5;NEW YORK;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;01.05.2023
2019;4;04/30/2019;102;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-MUSLIM;Religion/Religious Practice;04/29/2019
2019;2;02.11.2019;101;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;06/27/2019
2021;3;03.12.2021;109;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-ASIAN;Race/Color;03.12.2021
2021;5;05/31/2021;110;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;06.03.2021
2021;6;06/16/2021;107;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;07/22/2021
2022;12;12.12.2022;110;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;12.12.2022
2020;8;08/31/2020;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2022;8;09.04.2022;121;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;09/22/2022
2019;11;11/14/2019;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/20/2019;18;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2019;12;12/31/2019;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/16/2019;32;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;11;11.04.2019;66;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;11;11/18/2022;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11/18/2022
2021;3;03/24/2021;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2019;2;02.11.2019;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03.07.2019;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/23/2019;18;NEW YORK;VIOLATION;HARRASSMENT 2;ANTI-WHITE;Race/Color;
2019;11;11.10.2019;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/19/2019;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2019;7;07/22/2019;28;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;4;04/21/2019;34;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;11;11/17/2019;45;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2019;9;09.11.2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06.02.2019;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/23/2019;61;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12.11.2019;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.11.2019;66;KINGS;VIOLATION;HARRASSMENT 2;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11.05.2019;66;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/15/2019;7;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.03.2019;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.12.2019;14;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2019;7;07/19/2019;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-PHYSICAL DISABILITY;Disability;
2019;10;10/16/2019;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2019;10;10/30/2019;34;NEW YORK;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;
2019;11;11/22/2019;46;BRONX;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;6;06/19/2019;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ARAB;Ethnicity/National Origin/Ancestry;
2019;2;03.05.2019;63;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2019;2;02/15/2019;68;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2019;2;02/18/2019;70;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/17/2019;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/18/2019;77;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06/22/2019;77;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2019;11;11/26/2019;77;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/13/2019;79;KINGS;VIOLATION;HARRASSMENT 2;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/14/2019;83;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/21/2022;26;NEW YORK;FELONY;SEX CRIMES;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;04/23/2022
2022;4;04/20/2022;17;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;06/14/2022
2022;6;06.05.2022;18;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;09/15/2022
2022;1;01.09.2022;19;NEW YORK;FELONY;FELONY ASSAULT;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/17/2022
2022;9;09.11.2022;10;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;11/23/2022
2020;6;06.12.2020;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HINDU;Religion/Religious Practice;06.12.2020
2020;8;08/19/2020;100;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10/14/2020
2021;2;02/17/2021;112;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;04/15/2021
2021;7;07/26/2021;113;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;08.02.2021
2021;12;12.12.2021;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;01.11.2022
2022;4;04.05.2022;115;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;04.05.2022
2022;5;05.06.2022;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;05.05.2022
2022;6;06/27/2022;106;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-HINDU;Religion/Religious Practice;06/27/2022
2022;7;07/13/2022;109;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;07/20/2022
2020;7;07/29/2020;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;08.06.2020
2022;7;07/21/2022;122;RICHMOND;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;08/25/2022
2021;7;07/26/2021;103;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;07/27/2021
2022;2;02/17/2022;109;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER RELIGION;Religion/Religious Practice;03/28/2022
2022;4;04.12.2022;102;QUEENS;FELONY;ROBBERY;ANTI-SIKH;Religion/Religious Practice;04/14/2022
2022;7;07.01.2022;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07.01.2022
2020;3;03/14/2020;120;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;03/24/2021
2021;6;06/30/2021;122;RICHMOND;FELONY;FELONY ASSAULT;ANTI-BLACK;Race/Color;06/30/2021
2022;4;04.08.2022;121;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;07.07.2022
2022;7;07/21/2022;122;RICHMOND;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;08/25/2022
2019;2;02/18/2019;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;07.02.2019;13;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;8;08.08.2019;14;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2019;3;03.11.2019;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;4;04.06.2019;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2019;1;01/13/2019;33;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/14/2019;66;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12.02.2019;77;KINGS;VIOLATION;HARRASSMENT 2;ANTI-JEWISH;Religion/Religious Practice;
2020;7;08.01.2020;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;08.06.2020
2021;2;02/15/2021;120;RICHMOND;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2019;6;06.07.2019;6;NEW YORK;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;8;08/25/2019;7;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/31/2019;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;11;11/18/2019;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;4;04.04.2019;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2019;6;06/21/2019;44;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05/18/2019;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;4;05.01.2019;63;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/24/2019;66;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01.01.2019;71;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11.11.2019;71;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-WHITE;Race/Color;
2019;6;06.02.2019;72;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;6;06.12.2019;76;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;7;07/13/2019;76;KINGS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;6;06/21/2021;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;06/24/2021
2019;1;01/24/2019;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.06.2019;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-LGBT (MIXED GROUP);Sexual Orientation;
2019;1;07.03.2020;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2019;3;03.11.2019;18;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/19/2019;18;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;3;03.07.2019;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/19/2019;23;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2019;3;03.08.2019;28;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;
2019;10;10/25/2019;46;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2019;6;06/20/2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06/14/2019;61;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06/19/2019;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/27/2019;78;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;4;04.08.2019;84;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/28/2019;88;KINGS;FELONY;ROBBERY;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2019;1;01.03.2019;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;3;03/21/2019;19;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;10;10/13/2019;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/29/2019;23;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;10;10.07.2019;41;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.10.2019;48;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/21/2019;48;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/21/2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.10.2019;70;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.10.2019;73;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/31/2019;77;KINGS;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/16/2019;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/20/2019;94;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07/26/2019;104;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-LGBT (MIXED GROUP);Sexual Orientation;
2019;11;11/28/2019;106;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-WHITE;Race/Color;
2019;3;03/16/2019;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;8;08/27/2022;84;KINGS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;08/27/2022
2022;8;08/16/2022;63;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;09.01.2022
2022;9;09/23/2022;90;KINGS;FELONY;FELONY ASSAULT;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;09/23/2022
2022;7;07/26/2022;77;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;10.11.2022
2022;10;10/23/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;12.06.2022
2019;2;02.11.2019;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;02.11.2019
2019;8;08.08.2019;17;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MULTI-RACIAL GROUPS;Race/Color;09/18/2019
2020;5;05/16/2020;7;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;09/27/2020
2021;3;03/26/2021;7;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-ASIAN;Race/Color;03/26/2021
2021;3;03/29/2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;03/31/2021
2021;4;04.06.2021;5;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;04.06.2021
2021;4;04/23/2021;25;NEW YORK;FELONY;MURDER & NON-NEGL. MANSLAUGHTE;ANTI-ASIAN;Race/Color;04/27/2021
2021;6;06/22/2021;6;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;06/23/2021
2021;10;10.11.2021;18;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10/14/2021
2021;4;04.01.2021;1;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03.01.2022
2022;8;08.09.2022;19;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;08.09.2022
2022;9;09.08.2022;34;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;09.08.2022
2022;8;08/25/2022;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10/13/2022
2022;9;09.06.2022;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;11/23/2022
